,Unnamed: 0,Titles,Released,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio,Runtime_mins
1121,1121,The Tuxedo,2002,1h 38min,0,5.4,0,0,Kevin Donovan,Phil Hay,Blue Train Productions,60000000,50547998,104391623,1.85 : 1,98
1122,1122,Ransom,1996,2h 1min,60,6.7,193,77,Ron Howard,Cyril Hume,Touchstone Pictures,80000000,136492681,309492681,1.85 : 1,121
1123,1123,Daylight,1996,1h 54min,0,5.9,0,0,Rob Cohen,Leslie Bohem,Universal Pictures,80000000,33023469,159212469,1.85 : 1,114
1124,1124,Dog Soldiers,2002,1h 45min,0,6.8,0,0,Neil Marshall,Neil Marshall,Centurion,2000000,0,3537283,1.85 : 1,105
1125,1125,The Way of the Gun,2000,1h 59min,49,6.7,339,90,Christopher McQuarrie,Christopher McQuarrie,Artisan Entertainment,8500000,6055661,13200972,1.85 : 1,119
1126,1126,Crocodile Dundee in Los Angeles,2001,1h 35min,37,4.8,128,77,Simon Wincer,Paul Hogan,Bungalow Productions,21150000,25635682,39438674,1.85 : 1,95
1127,1127,The Wrecking Crew,1968,1h 45min,0,5.6,0,0,Phil Karlson,Donald Hamilton,Columbia Pictures,0,0,0,1.85 : 1,105
1128,1128,Akinjeon,2019,1h 49min,65,6.9,78,90,Won-Tae Lee,Won-Tae Lee,Ace Maker Movie Works,0,216494,25775371,2.39 : 1,109
1129,1129,House of the Dead,2003,1h 30min,15,2.1,598,149,Uwe Boll,Mark A. Altman,Boll Kino Beteiligungs GmbH & Co. KG,12000000,10249719,13818181,1.85 : 1,90
1130,1130,3000 Miles to Graceland,2001,2h 5min,21,6.0,422,115,Demian Lichtenstein,Richard Recco,Franchise Pictures,62000000,15749959,18720175,2.35 : 1,125
1131,1131,Brooklyn's Finest,2009,2h 12min,43,6.7,161,166,Antoine Fuqua,Michael C. Martin,Millennium Films,17000000,27163593,45719985,2.35 : 1,132
1132,1132,The Recruit,2003,1h 55min,56,6.6,299,145,Roger Donaldson,Roger Towne,Touchstone Pictures,46000000,52802140,101191884,2.39 : 1,115
1133,1133,New Jack City,1991,1h 37min,61,6.7,95,40,Mario Van Peebles,Thomas Lee Wright,Warner Bros.,8000000,47624353,47624353,1.85 : 1,97
1134,1134,Koroshiya 1,2001,2h 9min,55,7.0,311,111,Takashi Miike,Sakichi Sato,Omega Project,1400000,20285,80631,1.85 : 1,129
1135,1135,Chick Fight,2020,1h 37min,39,4.6,105,26,Paul Leyden,Joseph Downey,Yale Productions,0,0,70248,,97
1136,1136,Vantage Point,2008,1h 30min,40,6.6,464,234,Pete Travis,Barry L. Levy,Columbia Pictures,40000000,72266306,152039882,2.35 : 1,90
1137,1137,Windtalkers,2002,2h 14min,51,6.1,477,142,John Woo,John Rice,Metro-Goldwyn-Mayer (MGM),115000000,40914068,77628265,2.39 : 1,134
1138,1138,Line of Duty,2019,1h 38min,50,5.3,282,40,Steven C. Miller,Jeremy Drysdale,Solution Entertainment Group,0,8207,646389,2.35 : 1,98
1139,1139,Kung Pow: Enter the Fist,2002,1h 21min,14,6.2,530,59,Steve Oedekerk,Steve Oedekerk,Twentieth Century Fox,10000000,16037962,16994625,2.35 : 1,81
1140,1140,Dead Presidents,1995,1h 59min,0,6.9,100,41,Albert Hughes,Allen Hughes,Caravan Pictures,10000000,24147179,24147179,2.35 : 1,119
1141,1141,Cien años de perdón,2016,1h 36min,0,6.3,13,41,Daniel Calparsoro,Jorge Guerricaechevarría,Telecinco Cinema,0,0,9041187,2.35 : 1,96
1142,1142,Disturbing the Peace,2020,1h 31min,34,3.2,203,22,York Alec Shackleton,Chuck Hustmyre,Grodnik /Aloe Productions,5000000,0,49104,,91
1143,1143,A Lonely Place to Die,2011,1h 39min,0,6.2,172,142,Julian Gilbey,Julian Gilbey,Carnaby International,4000000,0,442550,2.35 : 1,99
1144,1144,Money Train,1995,1h 50min,0,5.7,76,45,Joseph Ruben,Doug Richardson,Columbia Pictures,68000000,35431113,35431113,2.39 : 1,110
1145,1145,Bullet to the Head,2012,1h 32min,48,5.7,159,295,Walter Hill,Alessandro Camon,IM Global,45000000,9489829,21947209,1.85 : 1,92
1146,1146,Around the World in 80 Days,2004,2h,49,5.9,207,184,Frank Coraci,Jules Verne,Walt Disney Pictures,110000000,24008137,72178895,2.39 : 1,120
1147,1147,Drillbit Taylor,2008,1h 50min,41,5.7,112,145,Steven Brill,Kristofor Brown,Paramount Pictures,40000000,32862104,49944325,2.35 : 1,110
1148,1148,Kin,2018,1h 42min,35,5.8,264,111,Jonathan Baker,Jonathan Baker,Summit Entertainment,30000000,5718096,10313019,2.39 : 1,102
1149,1149,Shi mian mai fu,2004,1h 59min,89,7.5,437,251,Yimou Zhang,Feng Li,Beijing New Picture Film,0,11050094,92863945,2.35 : 1,119
1150,1150,A Score to Settle,2019,1h 43min,37,4.7,112,30,Shawn Ku,Shawn Ku,Highland Film Group (HFG),0,0,171216,2.39 : 1,103
1151,1151,The Boondock Saints II: All Saints Day,2009,1h 58min,24,6.3,203,88,Troy Duffy,Troy Duffy,Stage 6 Films,8000000,10273188,10629321,2.35 : 1,118
1152,1152,Absolute Power,1997,2h 1min,52,6.7,176,80,Clint Eastwood,David Baldacci,Castle Rock Entertainment,50000000,50068310,50068310,2.39 : 1,121
1153,1153,Pathfinder,2007,1h 39min,29,5.4,239,127,Marcus Nispel,Laeta Kalogridis,Twentieth Century Fox,45000000,10232081,30984583,2.35 : 1,99
1154,1154,All Is Lost,2013,1h 46min,87,6.9,413,374,J.C. Chandor,J.C. Chandor,Roadside Attractions,9000000,6263670,13627519,2.35 : 1,106
1155,1155,Black Death,2010,1h 42min,71,6.4,185,183,Christopher Smith,Dario Poloni,Egoli Tossell Pictures,0,22554,382879,2.35 : 1,102
1156,1156,Alex Cross,2012,1h 41min,30,5.2,180,210,Rob Cohen,Marc Moss,Block / Hanson,35000000,25888412,34618867,2.35 : 1,101
1157,1157,The Bounty Hunter,2010,1h 50min,22,5.6,156,170,Andy Tennant,Sarah Thorp,Columbia Pictures,40000000,67061228,136333522,2.35 : 1,110
1158,1158,One for the Money,2012,1h 31min,22,5.3,206,129,Julie Anne Robinson,Stacy Sherman,Lakeshore Entertainment,40000000,26414527,38084162,2.35 : 1,91
1159,1159,Chocolate,2008,1h 50min,0,7.0,94,97,Prachya Pinkaew,Napalee,Sahamongkol Film International,0,14845,3179014,1.85 : 1,110
1160,1160,Transporter 3,2008,1h 44min,51,6.1,207,164,Olivier Megaton,Luc Besson,EuropaCorp,30000000,31715062,108979549,2.35 : 1,104
1161,1161,Beverly Hills Ninja,1997,1h 28min,27,5.6,93,37,Dennis Dugan,Mark Feldberg,3 Arts Entertainment,18000000,31480418,31480418,1.85 : 1,88
1162,1162,Cooties,2014,1h 28min,49,5.7,124,134,Jonathan Milott,Leigh Whannell,SpectreVision,0,60058,485544,2.35 : 1,88
1163,1163,Legacy of Lies,2020,1h 41min,0,5.0,54,38,Adrian Bol,Adrian Bol,13 Films,4500000,0,94583,,101
1164,1164,Entrapment,1999,1h 53min,54,6.3,301,124,Jon Amiel,Ronald Bass,Twentieth Century Fox,66000000,87704396,212404396,2.35 : 1,113
1165,1165,Reprisal,2018,1h 29min,19,4.2,218,22,Brian A. Miller,Bryce Hammons,Highland Film Group (HFG),0,0,598625,1.85 : 1,89
1166,1166,Inspector Gadget,1999,1h 18min,36,4.2,244,60,David Kellogg,Andy Heyward,Walt Disney Pictures,90000000,97403112,134403112,1.85 : 1,78
1167,1167,Sidekicks,1992,1h 41min,0,5.1,46,33,Aaron Norris,Lou Illar,Gallery Films,0,17180393,17180393,1.85 : 1,101
1168,1168,Cut Throat City,2020,2h 3min,67,4.8,75,36,RZA,P.G. Cuschieri,Rumble Riot Pictures,6500000,855894,864928,2.39 : 1,123
1169,1169,Titan A.E.,2000,1h 34min,48,6.6,405,136,Don Bluth,Hans Bauer,David Kirschner Productions,75000000,22753426,36754634,2.39 : 1,94
1170,1170,Blue Streak,1999,1h 33min,46,6.3,171,42,Les Mayfield,Michael Berry,Columbia Pictures,65000000,68518533,117758500,1.85 : 1,93
1171,1171,Miss Congeniality 2: Armed & Fabulous,2005,1h 55min,34,5.1,171,114,John Pasquin,Marc Lawrence,Castle Rock Entertainment,45000000,48478006,101393569,2.35 : 1,115
1172,1172,Echo Boomers,2020,1h 34min,37,6.0,46,21,Seth Savoy,Kevin Bernhardt,Speakeasy,2500000,0,0,1.78 : 1,94
1173,1173,Lockout,2012,1h 35min,48,6.1,293,309,James Mather,James Mather,EuropaCorp,20000000,14326864,32948113,2.35 : 1,95
1174,1174,16 Blocks,2006,1h 42min,63,6.6,329,196,Richard Donner,Richard Wenk,Alcon Entertainment,52000000,36895141,65664721,2.35 : 1,102
1175,1175,Crown Vic,2019,1h 50min,47,6.5,131,26,Joel Souza,Joel Souza,Brittany House Pictures,3600000,3868,3868,2.39 : 1,110
1176,1176,Soldier,1998,1h 39min,0,6.0,409,88,Paul W.S. Anderson,David Webb Peoples,Warner Bros.,60000000,14594226,14594226,2.35 : 1,99
1177,1177,Torque,2004,1h 24min,41,4.1,223,90,Joseph Kahn,Matt Johnson,Warner Bros.,40000000,21215059,46546197,2.35 : 1,84
1178,1178,From Paris with Love,2010,1h 32min,42,6.4,265,200,Pierre Morel,Adi Hasak,EuropaCorp,52000000,24077427,52844496,2.35 : 1,92
1179,1179,The Legend of Hercules,2014,1h 39min,22,4.2,249,181,Renny Harlin,Sean Hood,Summit Entertainment,70000000,18848538,61279452,2.35 : 1,99
1180,1180,Marauders,2016,1h 47min,42,5.5,142,41,Steven C. Miller,Michael Cody,Emmett/Furla/Oasis Films (EFO Films),15000000,0,1616004,2.35 : 1,107
1181,1181,Raw Deal,1986,1h 46min,44,5.6,129,41,John Irvin,Luciano Vincenzoni,De Laurentiis Entertainment Group (DEG),8500000,16209459,16209459,2.35 : 1,106
1182,1182,Doragon bôru chô: Burorî,2018,1h 40min,59,7.8,321,65,Tatsuya Nagamine,Akira Toriyama,Toei Company,8500000,30712119,115757940,1.78 : 1,100
1183,1183,The Specialist,1994,1h 50min,0,5.6,143,44,Luis Llosa,John Shirley,Warner Bros.,45000000,57362582,170362582,1.85 : 1,110
1184,1184,Once Upon a Time in Venice,2017,1h 34min,28,5.3,90,66,Mark Cullen,Mark Cullen,Movie Trailer House,0,0,855888,2.35 : 1,94
1185,1185,Whiteout,2009,1h 41min,0,5.5,165,174,Dominic Sena,Jon Hoeber,Warner Bros.,35000000,10275638,17976667,2.35 : 1,101
1186,1186,My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,1h 44min,70,7.9,66,36,Kenji Nagasaki,Kôhei Horikoshi,Bones,0,13304000,29971229,1.85 : 1,104
1187,1187,The Omen,2006,1h 50min,43,5.5,584,119,John Moore,David Seltzer,Twentieth Century Fox,25000000,54607383,119974972,1.85 : 1,110
1188,1188,Seraphim Falls,2006,1h 55min,62,6.7,149,135,David Von Ancken,David Von Ancken,Icon Productions,18000000,418296,1220058,2.35 : 1,115
1189,1189,Rollerball,2002,1h 38min,14,3.1,305,159,John McTiernan,William Harrison,Atlas Entertainment,70000000,18990798,25852764,2.39 : 1,98
1190,1190,Hostage,2005,1h 53min,44,6.5,303,145,Florent-Emilio Siri,Robert Crais,Miramax,52000000,34639939,77663556,2.35 : 1,113
1191,1191,Monster Trucks,2016,1h 44min,41,5.7,96,120,Chris Wedge,Derek Connolly,Paramount Pictures,125000000,33370166,64493915,2.35 : 1,104
1192,1192,Red Planet,2000,1h 46min,0,5.7,0,0,Antony Hoffman,Chuck Pfarrer,Warner Bros.,80000000,17480890,33463969,2.39 : 1,106
1193,1193,The Assignment,2016,1h 35min,34,4.6,121,87,Walter Hill,Walter Hill,SBS Films,5000000,0,388789,2.39 : 1,95
1194,1194,Virtuosity,1995,1h 46min,39,5.6,102,55,Brett Leonard,Eric Bernt,Paramount Pictures,30000000,24047675,24047675,2.39 : 1,106
1195,1195,Set It Off,1996,2h 3min,0,6.9,89,24,F. Gary Gray,Takashi Bufford,New Line Cinema,9000000,36461139,41590886,2.35 : 1,123
1196,1196,Ghost Dog: The Way of the Samurai,1999,1h 56min,67,7.5,365,168,Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,0,3308029,9380473,1.85 : 1,116
1197,1197,Black Dynamite,2009,1h 24min,65,7.4,110,181,Scott Sanders,Michael Jai White,Destination Films,2900000,242578,296557,1.85 : 1,84
1198,1198,Yip Man 2,2010,1h 48min,67,7.5,134,109,Wilson Yip,Tai-lee Chan,Golden Harvest Company,0,205675,15089448,2.35 : 1,108
1199,1199,The Eagle,2011,1h 54min,55,6.2,221,211,Kevin Macdonald,Jeremy Brock,Focus Features,25000000,19490041,37989684,2.35 : 1,114
1200,1200,Hit and Run,2012,1h 40min,50,6.1,138,178,David Palmer,Dax Shepard,Exclusive Media Group,2000000,13749300,16816647,2.35 : 1,100
1201,1201,Barely Lethal,2015,1h 36min,44,5.4,80,61,Kyle Newman,John D'Arco,Main Street Films,15000000,6075,933847,1.85 : 1,96
1202,1202,Ong-bak,2003,1h 48min,69,7.2,382,245,Prachya Pinkaew,Panna Rittikrai,EuropaCorp,0,4563167,20235426,1.85 : 1,108
1203,1203,In a Valley of Violence,2016,1h 44min,64,6.0,166,105,Ti West,Ti West,Blumhouse Productions,0,61797,61797,2.35 : 1,104
1204,1204,The Kid Who Would Be King,2019,2h,66,6.0,191,143,Joe Cornish,Joe Cornish,Big Talk Productions,59000000,16790790,32140970,2.39 : 1,120
1205,1205,Assault on VA-33,2021,1h 30min,0,4.2,32,15,Christopher Ray,Scott Thomas Reynolds,DeInstitutionalized,0,0,0,,90
1206,1206,Straw Dogs,2011,1h 50min,45,5.8,161,198,Rod Lurie,Rod Lurie,Screen Gems,25000000,10324441,11168712,2.39 : 1,110
1207,1207,Ride Along 2,2016,1h 42min,32,5.9,85,131,Tim Story,Phil Hay,Universal Pictures,40000000,91221830,124608438,2.35 : 1,102
1208,1208,Undercover Brother,2002,1h 26min,0,5.9,0,0,Malcolm D. Lee,John Ridley,Universal Pictures,25000000,39089928,41604473,1.85 : 1,86
1209,1209,Chain Reaction,1996,1h 47min,0,5.7,109,57,Andrew Davis,Arne Schmidt,3 Arts Entertainment,50000000,21226204,60209334,,107
1210,1210,Rise of the Footsoldier,2007,1h 59min,0,6.8,0,0,Julian Gilbey,Julian Gilbey,Carnaby International,4000000,0,355345,1.85 : 1,119
1211,1211,T-34,2018,2h 19min,0,6.7,207,16,Aleksey Sidorov,Aleksey Sidorov,Mars Media Entertainment,10000000,0,35950901,2.35 : 1,139
1212,1212,Ying,2018,1h 56min,81,7.0,103,109,Yimou Zhang,Wei Li,Perfect Village Entertainment,0,521396,91708374,2.35 : 1,116
1213,1213,Risen,2016,1h 47min,51,6.3,221,140,Kevin Reynolds,Kevin Reynolds,LD Entertainment,20000000,36880033,46771565,2.35 : 1,107
1214,1214,The Substitute,1996,1h 54min,0,6.0,73,36,Robert Mandel,Roy Frumkes,Dinamo Entertainment,0,14818176,14818176,1.85 : 1,114
1215,1215,Chi bi,2008,4h 48min,73,7.4,124,169,John Woo,John Woo,Beijing Film Studio,0,627047,129710514,2.35 : 1,288
1216,1216,Jûsan-nin no shikaku,2010,2h 21min,84,7.6,154,294,Takashi Miike,Kaneo Ikegami,Sedic International,6000000,802778,18689058,2.35 : 1,141
1217,1217,Feast,2005,1h 35min,43,6.3,269,62,John Gulager,Patrick Melton,Dimension Films,3200000,56131,719135,2.35 : 1,95
1218,1218,The Wall,2017,1h 28min,57,6.2,168,93,Doug Liman,Dwain Worrell,Amazon Studios,0,1803064,4477141,2.35 : 1,88
1219,1219,Last Man Standing,1996,1h 41min,0,6.4,174,68,Walter Hill,Ryûzô Kikushima,New Line Cinema,67000000,18115927,47267001,2.35 : 1,101
1220,1220,Yi dai zong shi,2013,2h 10min,73,6.6,148,290,Kar-Wai Wong,Kar-Wai Wong,Block 2 Pictures,38600000,6594959,73906736,2.35 : 1,130
1221,1221,Doom: Annihilation,2019,1h 36min,0,3.7,0,0,Tony Giglio,Tony Giglio,Battle Mountain Films,0,0,0,1.78 : 1,96
1222,1222,In the Name of the King: A Dungeon Siege Tale,2007,2h 7min,15,3.8,416,148,Uwe Boll,Doug Taylor,Boll Kino Beteiligungs GmbH & Co. KG,60000000,4775656,13097915,2.35 : 1,127
1223,1223,Solomon Kane,2009,1h 44min,48,6.1,163,153,M.J. Bassett,M.J. Bassett,Davis-Films,45000000,0,19652185,2.35 : 1,104
1224,1224,To End All Wars,2001,2h 5min,0,7.0,177,23,David L. Cunningham,Ernest Gordon,Argyll Film Partners,14000000,0,0,1.85 : 1,125
1225,1225,Arlington Road,1999,1h 57min,65,7.2,624,166,Mark Pellington,Ehren Kruger,Screen Gems,31000000,24756177,41067311,2.35 : 1,117
1226,1226,Virus,1999,1h 39min,19,5.0,275,101,John Bruno,Chuck Pfarrer,Mutual Film Company,75000000,14036005,30657854,2.39 : 1,99
1227,1227,Miss Bala,2019,1h 44min,41,5.8,152,76,Catherine Hardwicke,Gareth Dunnet-Alcocer,Canana Films,15000000,15006824,15383580,2.39 : 1,104
1228,1228,Bad Girls,1994,1h 39min,0,5.2,51,27,Jonathan Kaplan,Albert S. Ruddy,Twentieth Century Fox,25000000,15240435,15240435,1.78 : 1,99
1229,1229,Hung fan kui,1995,1h 44min,61,6.8,109,75,Stanley Tong,Edward Tang,Golden Harvest Company,7500000,32392047,32392047,2.35 : 1,104
1230,1230,TMNT,2007,1h 27min,41,6.2,229,199,Kevin Munroe,Kevin Munroe,4Kids Entertainment,34000000,54149098,95802916,2.35 : 1,87
1231,1231,Occupation,2018,1h 59min,45,4.7,580,34,Luke Sparke,Luke Sparke,SparkeFilms History Design,0,0,21704,2.39 : 1,119
1232,1232,Sleepless,2017,1h 35min,34,5.6,186,116,Baran bo Odar,Andrea Berloff,Open Road Films (II),30000000,20783704,32917353,2.39 : 1,95
1233,1233,Fire with Fire,2012,1h 37min,0,5.6,77,61,David Barrett,Tom O'Connor,Grindstone Entertainment Group,10400000,0,2500277,2.39 : 1,97
1234,1234,Pootie Tang,2001,1h 21min,31,5.3,139,34,Louis C.K.,Louis C.K.,Paramount Pictures,7000000,3313583,3313583,1.85 : 1,81
1235,1235,Kill Chain,2019,1h 31min,0,5.0,73,11,Ken Sanzel,Ken Sanzel,Cinetel Films,3500000,0,12787,1.85 : 1,91
1236,1236,Agent Cody Banks,2003,1h 42min,41,5.1,109,82,Harald Zwart,Ashley Miller,Metro-Goldwyn-Mayer (MGM),28000000,47938330,58795814,2.39 : 1,102
1237,1237,We Die Young,2019,1h 32min,0,5.3,96,21,Lior Geller,Lior Geller,Dog with a Bone Productions,4000000,0,143837,,92
1238,1238,After the Sunset,2004,1h 37min,38,6.3,151,121,Brett Ratner,Paul Zbyszewski,New Line Cinema,60000000,28331233,62657868,2.35 : 1,97
1239,1239,Dog Eat Dog,2016,1h 33min,53,4.7,86,107,Paul Schrader,Edward Bunker,ADME Studios,0,0,184404,2.35 : 1,93
1240,1240,Resident Evil: Vendetta,2017,1h 37min,0,6.3,71,34,Takanori Tsujimoto,Makoto Fukami,Capcom Company,0,0,256320,1.85 : 1,97
1241,1241,Spy Hard,1996,1h 21min,0,5.4,0,0,Rick Friedberg,Jason Friedberg,Hollywood Pictures,18000000,26960191,26960191,1.85 : 1,81
1242,1242,Lucky Day,2019,1h 39min,18,5.1,51,18,Roger Avary,Roger Avary,Davis-Films,8800000,0,222945,2.35 : 1,99
1243,1243,Zoom,2006,1h 33min,26,4.4,136,62,Peter Hewitt,Adam Rifkin,Revolution Studios,35000000,11989328,12506362,1.85 : 1,93
1244,1244,Hard Rain,1998,1h 37min,36,5.9,134,89,Mikael Salomon,Graham Yost,British Broadcasting Corporation (BBC) Television,70000000,19870567,19870567,2.35 : 1,97
1245,1245,Star Wars: The Clone Wars,2008,1h 38min,35,5.9,284,223,Dave Filoni,Henry Gilroy,Lucasfilm Animation,8500000,35161554,68282844,2.35 : 1,98
1246,1246,Chik loh dak gung,2002,1h 32min,0,5.5,0,0,Siu-Tung Ching,Jing Wong,Media Asia Films,0,0,78340,1.85 : 1,92
1247,1247,Gojira: Fainaru uôzu,2004,2h 5min,0,6.4,136,121,Ryûhei Kitamura,Isao Kiriyama,Toho Pictures,19500000,0,9167302,2.35 : 1,125
1248,1248,Kraftidioten,2014,1h 56min,74,7.2,79,156,Hans Petter Moland,Kim Fupz Aakeson,Paradox,0,50251,904446,2.35 : 1,116
1249,1249,Wild Target,2010,1h 38min,41,6.8,102,68,Jonathan Lynn,Lucinda Coxon,Magic Light Pictures,8000000,108589,3494154,2.35 : 1,98
1250,1250,Ging chaat goo si,1985,1h 40min,78,7.6,105,3,Jackie Chan,Jackie Chan,Golden Way Films Ltd.,0,113164,113164,2.35 : 1,100
1251,1251,Message from the King,2016,1h 42min,40,6.4,100,38,Fabrice du Welz,Oliver Butcher,Backup Media,10000000,0,315132,2.35 : 1,102
1252,1252,Tales from the Crypt: Demon Knight,1995,1h 32min,48,6.7,127,83,Ernest R. Dickerson,Ethan Reiff,Universal Pictures,13000000,21089146,21089146,1.33 : 1,92
1253,1253,The Prince,2014,1h 33min,19,4.6,162,50,Brian A. Miller,Andre Fabrizio,Hannibal Classics,18000000,0,1289595,2.35 : 1,93
1254,1254,Vertical Limit,2000,2h 4min,0,5.9,0,0,Martin Campbell,Robert King,Columbia Pictures,75000000,69243859,215663859,1.85 : 1,124
1255,1255,Tekken,2010,1h 27min,0,4.8,118,72,Dwight H. Little,Alan B. McElroy,CST Productions,30000000,0,1697207,2.35 : 1,87
1256,1256,Day of the Dead: Bloodline,2017,1h 30min,0,3.4,286,70,Hèctor Hernández Vicens,Mark Tonderai,Nu Boyana Film Studios,8000000,0,272793,2.35 : 1,90
1257,1257,Death Sentence,2007,1h 45min,36,6.7,365,178,James Wan,Ian Mackenzie Jeffers,Twentieth Century Fox,20000000,9534258,16974459,2.35 : 1,105
1258,1258,S.W.A.T.: Under Siege,2017,1h 29min,0,4.6,42,19,Tony Giglio,Jonas Barnes,Destination Films,0,0,0,,89
1259,1259,Bait,2012,1h 33min,0,5.2,124,158,Kimble Rendall,Russell Mulcahy,Bait Productions,0,0,33492566,1.85 : 1,93
1260,1260,Cats & Dogs,2001,1h 27min,47,5.1,244,107,Lawrence Guterman,John Requa,Warner Bros.,60000000,93385515,200687492,1.85 : 1,87
1261,1261,Accident Man,2018,1h 45min,0,6.2,94,42,Jesse V. Johnson,Scott Adkins,LINK Entertainment,6000000,0,0,2.35 : 1,105
1262,1262,Snatched,2017,1h 30min,45,4.5,323,151,Jonathan Levine,Katie Dippold,Chernin Entertainment,42000000,45852178,60845711,2.35 : 1,90
1263,1263,Unleashed,2005,1h 43min,0,7.0,0,0,Louis Leterrier,Luc Besson,Rogue Pictures,45000000,24537621,50871113,2.35 : 1,103
1264,1264,Highlander II: The Quickening,1991,1h 31min,31,4.2,289,76,Russell Mulcahy,Gregory Widen,Davis-Panzer Productions,30000000,15556340,15556340,2.39 : 1,91
1265,1265,Spooks: The Greater Good,2015,1h 44min,47,6.2,88,66,Bharat Nalluri,Jonathan Brackley,Shine Pictures,0,0,5161464,2.35 : 1,104
1266,1266,Dungeons & Dragons,2000,1h 47min,14,3.7,613,120,Courtney Solomon,Topper Lilien,New Line Cinema,45000000,15391970,33978694,1.85 : 1,107
1267,1267,BloodRayne,2005,1h 35min,0,2.9,0,0,Uwe Boll,Guinevere Turner,Boll Kino Beteiligungs GmbH & Co. KG,25000000,2405420,3650275,2.35 : 1,95
1268,1268,Empire State,2013,1h 34min,0,5.2,68,39,Dito Montiel,Adam Mazer,Grindstone Entertainment Group,11000000,0,1212500,2.35 : 1,94
1269,1269,The Four Feathers,2002,2h 12min,49,6.5,231,97,Shekhar Kapur,A.E.W. Mason,Paramount Pictures,35000000,18306166,29882645,2.35 : 1,132
1270,1270,Harley Davidson and the Marlboro Man,1991,1h 38min,36,6.1,100,43,Simon Wincer,Don Michael Paul,Krisjair,23000000,7434726,7434726,1.85 : 1,98
1271,1271,Hidalgo,2004,2h 16min,54,6.7,361,147,Joe Johnston,John Fusco,Touchstone Pictures,100000000,67303450,108040622,2.39 : 1,136
1272,1272,Below,2002,1h 45min,55,6.2,159,47,David Twohy,Lucas Sussman,Dimension Films,40000000,605562,2622015,1.85 : 1,105
1273,1273,Acts of Vengeance,2017,1h 27min,49,5.7,92,41,Isaac Florentine,Matt Venne,Canal Sur Televisión,0,0,320705,1.85 : 1,87
1274,1274,Paid in Full,2002,1h 37min,49,7.1,41,25,Charles Stone III,Azie Faison Jr.,Dimension Films,0,3090862,3116526,1.85 : 1,97
1275,1275,Geom-gaek,2020,1h 40min,0,6.8,48,35,Jae-Hoon Choi,Jae-Hoon Choi,Opus Pictures,0,0,1516150,1.85 : 1,100
1276,1276,Tropa de Elite,2007,1h 55min,33,8.0,129,148,José Padilha,André Batista,Zazen Produções,4000000,8744,14759148,1.85 : 1,115
1277,1277,Sin-gwa ham-kke: Jwi-wa beol,2017,2h 19min,0,7.3,76,28,Yong-hwa Kim,Ho-min Ju,Dexter Studios,0,1908823,109383972,2.35 : 1,139
1278,1278,I Spy,2002,1h 37min,35,5.4,156,113,Betty Thomas,Morton S. Fine,Columbia Pictures,70000000,33561137,51386477,1.85 : 1,97
1279,1279,The Golden Voyage of Sinbad,1973,1h 45min,69,6.8,83,74,Gordon Hessler,Brian Clemens,Ameran Films,982351,0,0,1.66 : 1,105
1280,1280,Raees,2017,2h 23min,0,6.8,216,44,Rahul Dholakia,Rahul Dholakia,Excel Entertainment,0,3262954,26385310,2.35 : 1,143
1281,1281,Maximum Risk,1996,1h 41min,0,5.5,92,59,Ringo Lam,Larry Ferguson,Columbia Pictures,25000000,14502483,14502483,2.35 : 1,101
1282,1282,The Brave One,2007,2h 2min,56,6.7,318,187,Neil Jordan,Roderick Taylor,Warner Bros.,70000000,36793804,69787394,2.39 : 1,122
1283,1283,The Cold Light of Day,2012,1h 33min,22,4.9,174,125,Mabrouk El Mechri,Scott Wiper,Summit Entertainment,20000000,3763583,16863583,2.35 : 1,93
1284,1284,Kill Switch,2017,1h 31min,31,4.8,107,41,Tim Smit,Charlie Kindinger,CTM Productions BV,0,0,0,2.35 : 1,91
1285,1285,Zombeavers,2014,1h 17min,44,4.8,141,166,Jordan Rubin,Al Kaplan,Armory Films,0,14947,54985,1.85 : 1,77
1286,1286,Romeo Must Die,2000,1h 55min,52,6.1,378,79,Andrzej Bartkowiak,Mitchell Kapner,Warner Bros.,25000000,55973336,91036760,2.35 : 1,115
1287,1287,Survivor,2015,1h 36min,28,5.6,167,76,James McTeigue,Philip Shelby,Millennium Films,20000000,0,3638976,2.35 : 1,96
1288,1288,A Man Apart,2003,1h 49min,36,6.1,144,114,F. Gary Gray,Christian Gudegast,"""DIA"" Productions GmbH & Co. KG",36000000,26736098,44350926,2.35 : 1,109
1289,1289,Sky Captain and the World of Tomorrow,2004,1h 46min,64,6.0,648,181,Kerry Conran,Kerry Conran,Paramount Pictures,70000000,37762677,57947036,1.85 : 1,106
1290,1290,Driven,2001,1h 56min,29,4.6,345,116,Renny Harlin,Jan Skrentny,Franchise Pictures,94000000,32720065,54744738,2.35 : 1,116
1291,1291,The Skulls,2000,1h 46min,24,5.6,194,92,Rob Cohen,John Pogue,Universal Pictures,35000000,35046120,50802120,1.85 : 1,106
1292,1292,The Net,1995,1h 54min,51,5.9,198,65,Irwin Winkler,John Brancato,Columbia Pictures,22000000,50727965,110627965,1.85 : 1,114
