,Unnamed: 0,Titles,Released,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio,Runtime_mins
173,173,The Predator,2018,1h 47min,48,5.3,2600,414,Shane Black,Fred Dekker,Twentieth Century Fox,88000000,51024708,160542134,2.39 : 1,107
174,174,Transformers,2007,2h 24min,61,7.0,1800,400,Michael Bay,Roberto Orci,Dreamworks Pictures,150000000,319246193,709709780,2.39 : 1,144
175,175,The Incredible Hulk,2008,1h 52min,61,6.6,856,404,Louis Leterrier,Zak Penn,Universal Pictures,150000000,134806913,264770996,2.39 : 1,112
176,176,Shooter,2007,2h 4min,53,7.2,405,206,Antoine Fuqua,Jonathan Lemkin,Paramount Pictures,61000000,47003582,95696996,2.35 : 1,124
177,177,Shadow in the Cloud,2020,1h 23min,66,4.8,852,149,Roseanne Liang,Max Landis,Four Knights Film,0,156932,1024767,2.39 : 1,83
178,178,Midway,2019,2h 18min,47,6.7,1100,185,Roland Emmerich,Wes Tooke,Summit Entertainment,100000000,56846802,127420861,2.39 : 1,138
179,179,Rogue One,2016,2h 13min,65,7.8,1800,718,Gareth Edwards,Chris Weitz,Lucasfilm,200000000,532177324,1056057720,2.39 : 1,133
180,180,Kill Bill: Vol. 2,2004,2h 17min,83,8.0,100,310,Quentin Tarantino,Quentin Tarantino,Miramax,30000000,66208183,154118820,2.39 : 1,137
181,181,Extraction,2020,1h 56min,56,6.7,300,234,Sam Hargrave,Joe Russo,Netflix,0,0,0,2.39 : 1,116
182,182,Star Wars: Episode I - The Phantom Menace,1999,2h 16min,51,6.5,3900,363,George Lucas,George Lucas,Lucasfilm,115000000,474544677,1027082707,2.39 : 1,136
183,183,Robin Hood,2010,2h 20min,53,6.6,649,344,Ridley Scott,Brian Helgeland,Universal Pictures,200000000,105269730,321669741,2.39 : 1,140
184,184,In Time,2011,1h 49min,53,6.7,580,378,Andrew Niccol,Andrew Niccol,New Regency Productions,40000000,37520095,173930596,2.35 : 1,109
185,185,Harry Potter and the Half-Blood Prince,2009,2h 33min,78,7.6,1100,400,David Yates,Steve Kloves,Warner Bros.,250000000,302305431,934454096,2.39 : 1,153
186,186,Only the Brave,2017,2h 14min,72,7.6,229,180,Joseph Kosinski,Sean Flynn,Columbia Pictures,38000000,18343983,26351322,2.39 : 1,134
187,187,Mission: Impossible,1996,1h 50min,59,7.1,490,204,Brian De Palma,Bruce Geller,Paramount Pictures,80000000,180981856,457696391,2.39 : 1,110
188,188,Snowpiercer,2013,2h 6min,84,7.1,100,500,Bong Joon Ho,Jacques Lob,SnowPiercer,39200000,4563650,86758912,1.85 : 1,126
189,189,300: Rise of an Empire,2014,1h 42min,48,6.2,621,389,Noam Murro,Zack Snyder,Warner Bros.,110000000,106580051,337580051,2.35 : 1,102
190,190,Mission: Impossible - Fallout,2018,2h 27min,86,7.7,1700,471,Christopher McQuarrie,Bruce Geller,Paramount Pictures,178000000,220159104,791657398,2.39 : 1,147
191,191,Starship Troopers,1997,2h 9min,51,7.2,1100,214,Paul Verhoeven,Edward Neumeier,TriStar Pictures,105000000,54814377,121214377,1.85 : 1,129
192,192,Green Lantern,2011,1h 54min,39,5.5,687,446,Martin Campbell,Greg Berlanti,Warner Bros.,200000000,116601172,219851172,2.35 : 1,114
193,193,Enola Holmes,2020,2h 3min,68,6.6,1500,217,Harry Bradbeer,Jack Thorne,Netflix,0,0,0,2.35 : 1,123
194,194,Austin Powers: The Spy Who Shagged Me,1999,1h 35min,59,6.6,798,184,Jay Roach,Mike Myers,New Line Cinema,33000000,206040086,312016928,2.39 : 1,95
195,195,Van Helsing,2004,2h 11min,35,6.1,1400,129,Stephen Sommers,Stephen Sommers,Universal Pictures,160000000,120177084,300157638,1.85 : 1,131
196,196,Fast & Furious,2009,1h 47min,46,6.6,290,257,Justin Lin,Chris Morgan,Universal Pictures,85000000,155064265,360366870,2.39 : 1,107
197,197,Tropic Thunder,2008,1h 47min,71,7.0,678,331,Ben Stiller,Justin Theroux,Dreamworks Pictures,92000000,110515313,195702963,2.35 : 1,107
198,198,A Knight's Tale,2001,2h 12min,56,6.9,716,143,Brian Helgeland,Brian Helgeland,Columbia Pictures,65000000,56569702,117487473,2.35 : 1,132
199,199,Way Down,2021,1h 58min,50,6.4,129,50,Jaume Balagueró,Rafa Martínez,Ciudadano Ciskul,0,0,1064910,2.39 : 1,118
200,200,Stargate,1994,1h 56min,0,7.1,0,0,Roland Emmerich,Dean Devlin,Canal+,55000000,71567262,196567262,2.39 : 1,116
201,201,Bumblebee,2018,1h 54min,66,6.7,1300,252,Travis Knight,Christina Hodson,Hasbro,135000000,127195589,467989645,1.85 : 1,114
202,202,The Incredibles,2004,1h 55min,90,8.0,983,244,Brad Bird,Brad Bird,Pixar Animation Studios,92000000,261441092,631607053,2.39 : 1,115
203,203,The Mask,1994,1h 41min,56,6.9,316,79,Chuck Russell,Michael Fallon,New Line Cinema,23000000,119938730,351583407,1.85 : 1,101
204,204,Kingsman: The Golden Circle,2017,2h 21min,44,6.7,733,370,Matthew Vaughn,Jane Goldman,Twentieth Century Fox,104000000,100234838,410902662,2.39 : 1,141
205,205,Skyfall,2012,2h 23min,81,7.7,1600,529,Sam Mendes,Neal Purvis,Metro-Goldwyn-Mayer (MGM),200000000,304360277,1108569499,2.39 : 1,143
206,206,Indiana Jones and the Last Crusade,1989,2h 7min,65,8.2,621,181,Steven Spielberg,Jeffrey Boam,Paramount Pictures,48000000,197171806,474171806,2.39 : 1,127
207,207,The Man from U.N.C.L.E.,2015,1h 56min,56,7.3,550,387,Guy Ritchie,Guy Ritchie,Warner Bros.,75000000,45445109,107045109,2.39 : 1,116
208,208,Hell or High Water,2016,1h 42min,88,7.6,474,309,David Mackenzie,Taylor Sheridan,CBS Films,12000000,27007844,37879877,2.35 : 1,102
209,209,The Sum of All Fears,2002,2h 4min,45,6.4,602,176,Phil Alden Robinson,Tom Clancy,Paramount Pictures,68000000,118907036,193921372,2.39 : 1,124
210,210,Fast Five,2011,2h 10min,66,7.3,453,381,Justin Lin,Chris Morgan,Universal Pictures,125000000,209837675,626137675,2.39 : 1,130
211,211,Wanted,2008,1h 50min,64,6.7,822,315,Timur Bekmambetov,Michael Brandt,Universal Pictures,75000000,134508551,342463063,2.39 : 1,110
212,212,Star Wars: Episode VII - The Force Awakens,2015,2h 18min,80,7.8,4900,911,J.J. Abrams,Lawrence Kasdan,Lucasfilm,245000000,936662225,2069521700,2.39 : 1,138
213,213,Ant-Man and the Wasp,2018,1h 58min,70,7.0,995,449,Peyton Reed,Chris McKenna,Marvel Studios,162000000,216648740,622674139,2.39 : 1,118
214,214,V for Vendetta,2005,2h 12min,62,8.1,2300,202,James McTeigue,Lilly Wachowski,Warner Bros.,54000000,70511035,132511035,2.35 : 1,132
215,215,Transformers: The Last Knight,2017,2h 34min,27,5.2,909,297,Michael Bay,Art Marcum,Paramount Pictures,217000000,130168683,605425157,,154
216,216,Men in Black,1997,1h 38min,71,7.3,371,165,Barry Sonnenfeld,Lowell Cunningham,Columbia Pictures,90000000,250690539,589390539,1.85 : 1,98
217,217,Warrior,2011,2h 20min,71,8.1,747,345,Gavin O'Connor,Gavin O'Connor,Lionsgate,25000000,13657115,23308615,2.35 : 1,140
218,218,Hot Fuzz,2007,2h 1min,81,7.8,874,304,Edgar Wright,Edgar Wright,Universal Pictures,0,23637265,80743363,2.35 : 1,121
219,219,Solo: A Star Wars Story,2018,2h 15min,62,6.9,2500,557,Ron Howard,Jonathan Kasdan,Lucasfilm,275000000,213767512,392924807,2.39 : 1,135
220,220,The Maze Runner,2014,1h 53min,57,6.8,663,329,Wes Ball,Noah Oppenheim,Twentieth Century Fox,34000000,102427862,348319861,2.39 : 1,113
221,221,Jack Reacher,2012,2h 10min,50,7.0,575,419,Christopher McQuarrie,Lee Child,Paramount Pictures,60000000,80070736,218340595,2.35 : 1,130
222,222,Rush,2013,2h 3min,74,8.1,617,428,Ron Howard,Peter Morgan,Exclusive Media Group,38000000,26947624,96983009,2.35 : 1,123
223,223,Charlie's Angels,2019,1h 58min,52,4.8,1100,188,Elizabeth Banks,Elizabeth Banks,Columbia Pictures,48000000,17803077,73279888,2.39 : 1,118
224,224,Spenser Confidential,2020,1h 51min,49,6.2,604,114,Peter Berg,Sean O'Keefe,Netflix,0,0,0,2.00 : 1,111
225,225,Taken,2008,1h 30min,51,7.8,1100,276,Pierre Morel,Luc Besson,EuropaCorp,25000000,145000989,226837760,2.35 : 1,90
226,226,Spectre,2015,2h 28min,60,6.8,1200,448,Sam Mendes,John Logan,B24,245000000,200074609,880681519,2.39 : 1,148
227,227,Kick-Ass,2010,1h 57min,66,7.6,868,474,Matthew Vaughn,Jane Goldman,Marv Films,30000000,48071303,96188903,2.35 : 1,117
228,228,Highlander,1986,1h 56min,24,7.1,404,128,Russell Mulcahy,Gregory Widen,Thorn EMI Screen Entertainment,16000000,5900000,5900712,1.85 : 1,116
229,229,X: First Class,2011,2h 11min,65,7.7,801,532,Matthew Vaughn,Ashley Miller,Twentieth Century Fox,160000000,146408305,352616690,2.39 : 1,131
230,230,Predestination,2014,1h 37min,69,7.5,677,262,Michael Spierig,Michael Spierig,Screen Australia,5100000,68372,4942449,2.35 : 1,97
231,231,GoldenEye,1995,2h 10min,65,7.2,504,100,Martin Campbell,Ian Fleming,Eon Productions,60000000,106429941,352194034,2.39 : 1,130
232,232,The Matrix Revolutions,2003,2h 9min,47,6.7,2100,261,Lana Wachowski,Lilly Wachowski,Warner Bros.,150000000,139313948,427344325,2.39 : 1,129
233,233,Greyhound,2020,1h 31min,64,7.0,843,178,Aaron Schneider,Tom Hanks,Sony Pictures Entertainment (SPE),50300000,0,0,2.39 : 1,91
234,234,2 Fast 2 Furious,2003,1h 47min,38,5.9,444,120,John Singleton,Gary Scott Thompson,Universal Pictures,76000000,127154901,236350661,2.39 : 1,107
235,235,Jurassic World: Fallen Kingdom,2018,2h 8min,51,6.2,1900,459,J.A. Bayona,Derek Connolly,Universal Pictures,170000000,417719760,1310466296,2.39 : 1,128
236,236,"Lock, Stock and Two Smoking Barrels",1998,1h 47min,66,8.2,614,118,Guy Ritchie,Guy Ritchie,Summit Entertainment,0,3753929,3753929,1.85 : 1,107
237,237,The Legend of Tarzan,2016,1h 50min,44,6.2,494,337,David Yates,Adam Cozad,Village Roadshow Pictures,180000000,126643061,356700357,2.35 : 1,110
238,238,Kingdom of Heaven,2005,2h 24min,63,7.2,100,232,Ridley Scott,William Monahan,Twentieth Century Fox,130000000,47398413,218122627,2.39 : 1,144
239,239,The Meg,2018,1h 53min,46,5.6,1600,411,Jon Turteltaub,Dean Georgaris,Di Bonaventura Pictures,130000000,145443742,530259473,2.39 : 1,113
240,240,Looper,2012,1h 53min,84,7.4,802,628,Rian Johnson,Rian Johnson,TriStar Pictures,30000000,66486205,176506819,2.39 : 1,113
241,241,World War Z,2013,1h 56min,63,7.0,1100,669,Marc Forster,Matthew Michael Carnahan,Paramount Pictures,190000000,202807711,540455876,2.39 : 1,116
242,242,The Nice Guys,2016,1h 56min,70,7.4,527,452,Shane Black,Shane Black,Warner Bros.,50000000,36261763,62788218,2.39 : 1,116
243,243,Constantine,2005,2h 1min,50,7.0,1100,298,Francis Lawrence,Jamie Delano,Warner Bros.,100000000,75976178,230884728,2.40 : 1,121
244,244,Game Night,2018,1h 40min,66,6.9,637,307,John Francis Daley,Mark Perez,Access Entertainment,37000000,69179066,117679066,2.39 : 1,100
245,245,District 9,2009,1h 52min,81,7.9,1400,500,Neill Blomkamp,Neill Blomkamp,TriStar Pictures,30000000,115646235,210888950,1.85 : 1,112
246,246,The Outpost,2019,2h 3min,71,6.8,313,88,Rod Lurie,Paul Tamasy,Millennium Media,18000000,186635,2327336,1.85 : 1,123
247,247,The Mummy Returns,2001,2h 10min,48,6.4,945,197,Stephen Sommers,Stephen Sommers,Universal Pictures,98000000,202019785,443280904,2.39 : 1,130
248,248,Apocalypto,2006,2h 19min,68,7.8,1200,298,Mel Gibson,Mel Gibson,Icon Productions,40000000,50866635,120673227,1.85 : 1,139
249,249,Pirates of the Caribbean: Dead Man's Chest,2006,2h 31min,53,7.3,1900,323,Gore Verbinski,Ted Elliott,Walt Disney Pictures,225000000,423315812,1066179747,2.39 : 1,151
250,250,X-Men: Apocalypse,2016,2h 24min,52,6.9,867,492,Bryan Singer,Simon Kinberg,Twentieth Century Fox,178000000,155442489,543934105,2.39 : 1,144
251,251,John Wick: Chapter 2,2017,2h 2min,75,7.5,929,489,Chad Stahelski,Derek Kolstad,Summit Entertainment,40000000,92029184,171547802,2.39 : 1,122
252,252,Cloud Atlas,2012,2h 52min,55,7.4,100,527,Tom Tykwer,David Mitchell,Cloud Atlas Productions,102000000,27108272,130482868,2.39 : 1,172
253,253,Fantasy Island,2020,1h 49min,22,4.9,883,175,Jeff Wadlow,Jeff Wadlow,Columbia Pictures,7000000,27309289,48811343,2.39 : 1,109
254,254,Busanhaeng,2016,1h 58min,72,7.6,876,396,Sang-ho Yeon,Joo-Suk Park,Next Entertainment World,0,2129768,92764199,1.85 : 1,118
255,255,Homefront,2013,1h 40min,40,6.5,241,220,Gary Fleder,Sylvester Stallone,Open Road Films (II),22000000,20158898,48449416,2.35 : 1,100
256,256,Minority Report,2002,2h 25min,80,7.6,1400,266,Steven Spielberg,Philip K. Dick,Twentieth Century Fox,102000000,132072926,358372926,2.39 : 1,145
257,257,Star Wars: Episode VI - Return of the Jedi,1983,2h 11min,58,8.3,898,207,Richard Marquand,Lawrence Kasdan,Lucasfilm,32500000,309306177,475106177,,131
258,258,Pirates of the Caribbean: On Stranger Tides,2011,2h 17min,45,6.6,561,472,Rob Marshall,Ted Elliott,Walt Disney Pictures,250000000,241071802,1045713802,2.39 : 1,137
259,259,True Lies,1994,2h 21min,63,7.2,434,102,James Cameron,Claude Zidi,Twentieth Century Fox,115000000,146282411,378882411,2.39 : 1,141
260,260,Master and Commander: The Far Side of the World,2003,2h 18min,81,7.4,765,267,Peter Weir,Patrick O'Brian,Twentieth Century Fox,150000000,93927920,211622535,2.39 : 1,138
261,261,The Purge: Anarchy,2014,1h 43min,50,6.4,341,329,James DeMonaco,James DeMonaco,Universal Pictures,9000000,71962800,111928365,2.39 : 1,103
262,262,Bad Boys for Life,2020,2h 4min,59,6.6,1200,249,Adil El Arbi,Peter Craig,Columbia Pictures,90000000,206305244,426505244,2.39 : 1,124
263,263,Transformers: Dark of the Moon,2011,2h 34min,42,6.2,963,439,Michael Bay,Ehren Kruger,Paramount Pictures,195000000,352390543,1123794079,2.39 : 1,154
264,264,The Hunger Games: Catching Fire,2013,2h 26min,76,7.5,744,529,Francis Lawrence,Simon Beaufoy,Color Force,130000000,424668047,865011746,2.35 : 1,146
265,265,The Informer,2019,1h 53min,61,6.6,227,59,Andrea Di Stefano,Matt Cook,thefyzz,0,300460,2927708,2.35 : 1,113
266,266,Batman & Robin,1997,2h 5min,28,3.8,1100,222,Joel Schumacher,Bob Kane,Warner Bros.,125000000,107353792,238235719,1.85 : 1,125
267,267,The Punisher,2004,2h 4min,33,6.4,672,205,Jonathan Hensleigh,Jonathan Hensleigh,Lions Gate Films,33000000,33810189,54700105,2.35 : 1,124
268,268,Star Wars: Episode V - The Empire Strikes Back,1980,2h 4min,82,8.7,1300,235,Irvin Kershner,Leigh Brackett,Lucasfilm,18000000,292753960,538375067,,124
269,269,Streets of Fire,1984,1h 33min,59,6.7,211,118,Walter Hill,Walter Hill,Universal Pictures,14500000,8089290,8089290,1.85 : 1,93
270,270,Lucy,2014,1h 29min,61,6.4,1200,444,Luc Besson,Luc Besson,EuropaCorp,40000000,126663600,458863600,2.35 : 1,89
271,271,Charlie's Angels,2000,1h 38min,52,5.6,676,205,McG,Ryan Rowe,Columbia Pictures,93000000,125305545,264105545,2.39 : 1,98
272,272,The Amazing Spider-Man,2012,2h 16min,66,6.9,1300,631,Marc Webb,James Vanderbilt,Columbia Pictures,230000000,262030663,757930663,2.39 : 1,136
273,273,Blade,1998,2h,46,7.1,665,184,Stephen Norrington,David S. Goyer,Amen Ra Films,45000000,70087718,131183530,2.39 : 1,120
274,274,Law Abiding Citizen,2009,1h 49min,34,7.4,617,236,F. Gary Gray,Kurt Wimmer,G-BASE,50000000,73357727,127944208,2.35 : 1,109
275,275,The First Purge,2018,1h 37min,54,5.2,580,227,Gerard McMurray,James DeMonaco,Universal Pictures,13000000,69488745,137056262,2.39 : 1,97
276,276,The Mummy,2017,1h 51min,34,5.4,973,443,Alex Kurtzman,David Koepp,Universal Pictures,125000000,80227895,409231607,2.39 : 1,111
277,277,Pearl Harbor,2001,3h 3min,44,6.2,200,167,Michael Bay,Randall Wallace,Touchstone Pictures,140000000,198542554,449220945,2.39 : 1,183
278,278,X-Men,2000,1h 44min,64,7.4,1400,320,Bryan Singer,Tom DeSanto,Twentieth Century Fox,75000000,157299718,296339528,2.39 : 1,104
279,279,Red Sparrow,2018,2h 20min,53,6.6,100,356,Francis Lawrence,Justin Haythe,Chernin Entertainment,69000000,46874505,151572634,2.39 : 1,140
280,280,Cowboys & Aliens,2011,1h 59min,50,6.0,571,447,Jon Favreau,Roberto Orci,Universal Pictures,163000000,100240551,174822325,2.39 : 1,119
281,281,Die Hard: With a Vengeance,1995,2h 8min,58,7.6,415,178,John McTiernan,Jonathan Hensleigh,Cinergi Pictures Entertainment,90000000,100012499,366101666,2.39 : 1,128
282,282,The Virtuoso,2021,1h 50min,24,4.9,119,45,Nick Stagliano,James C. Wolf,Nazz Productions,0,0,0,2.35 : 1,110
283,283,The Bodyguard,1992,2h 9min,39,6.3,188,54,Mick Jackson,Lawrence Kasdan,Kasdan Pictures,25000000,122006740,411006740,1.85 : 1,129
284,284,RED,2010,1h 51min,60,7.0,390,336,Robert Schwentke,Jon Hoeber,Summit Entertainment,58000000,90380162,199006387,2.35 : 1,111
285,285,The Fugitive,1993,2h 10min,87,7.8,364,137,Andrew Davis,Jeb Stuart,Warner Bros.,44000000,183875760,368875760,1.85 : 1,130
286,286,Immortals,2011,1h 50min,46,6.0,451,301,Tarsem Singh,Charley Parlapanides,Relativity Media,75000000,83504017,226904017,1.85 : 1,110
287,287,Batman Forever,1995,2h 1min,51,5.4,652,190,Joel Schumacher,Bob Kane,Warner Bros.,100000000,184069126,336567158,1.85 : 1,121
288,288,Zombieland: Double Tap,2019,1h 39min,55,6.7,769,293,Ruben Fleischer,Rhett Reese,2.0 Entertainment,42000000,73123082,122810399,2.39 : 1,99
289,289,Dark Phoenix,2019,1h 53min,43,5.7,2100,355,Simon Kinberg,Simon Kinberg,Twentieth Century Fox,200000000,65845974,252442974,2.39 : 1,113
290,290,Star Wars: Episode II - Attack of the Clones,2002,2h 22min,54,6.5,3700,334,George Lucas,George Lucas,Lucasfilm,115000000,310676740,653779970,2.39 : 1,142
291,291,Spider-Man 2,2004,2h 7min,83,7.3,1500,326,Sam Raimi,Stan Lee,Columbia Pictures,200000000,373585825,788976453,2.39 : 1,127
292,292,The Amazing Spider-Man 2,2014,2h 22min,53,6.6,1200,541,Marc Webb,Alex Kurtzman,Marvel Enterprises,200000000,202853933,708982323,2.39 : 1,142
293,293,The Lost World: Jurassic Park,1997,2h 9min,59,6.6,702,212,Steven Spielberg,Michael Crichton,Universal Pictures,73000000,229086679,618638999,,129
294,294,Pain & Gain,2013,2h 9min,45,6.4,341,352,Michael Bay,Christopher Markus,Paramount Pictures,26000000,49875291,87305549,2.39 : 1,129
295,295,Austin Powers in Goldmember,2002,1h 34min,62,6.2,797,178,Jay Roach,Mike Myers,New Line Cinema,63000000,213307889,296938801,2.39 : 1,94
296,296,X-Men: Days of Future Past,2014,2h 12min,75,7.9,854,576,Bryan Singer,Simon Kinberg,Twentieth Century Fox,200000000,233921534,746045700,2.39 : 1,132
297,297,Air Force One,1997,2h 4min,61,6.5,459,143,Wolfgang Petersen,Andrew W. Marlowe,Columbia Pictures,85000000,172956409,315156409,2.39 : 1,124
298,298,Sicario: Day of the Soldado,2018,2h 2min,61,7.1,703,310,Stefano Sollima,Taylor Sheridan,Columbia Pictures,35000000,50072235,75837743,2.39 : 1,122
299,299,Vanquish,2021,1h 34min,22,2.7,169,40,George Gallo,Samuel Bartlett,Alla Prima Productions,0,0,537108,2.00 : 1,94
300,300,Geostorm,2017,1h 49min,21,5.3,787,159,Dean Devlin,Dean Devlin,Warner Bros.,120000000,33700160,221600160,2.39 : 1,109
301,301,X-Men Origins: Wolverine,2009,1h 47min,40,6.6,746,250,Gavin Hood,David Benioff,Twentieth Century Fox,150000000,179883157,373062864,2.39 : 1,107
302,302,The Patriot,2000,2h 45min,63,7.2,1200,177,Roland Emmerich,Robert Rodat,Columbia Pictures,110000000,113330342,215294342,2.39 : 1,165
303,303,Spider-Man 3,2007,2h 19min,59,6.2,2100,425,Sam Raimi,Sam Raimi,Columbia Pictures,258000000,336530303,894983373,2.39 : 1,139
304,304,The Next Three Days,2010,2h 13min,52,7.3,385,241,Paul Haggis,Paul Haggis,Lionsgate,30000000,21148651,67448651,2.35 : 1,133
305,305,Ava,2020,1h 36min,39,5.4,787,108,Tate Taylor,Matthew Newton,Freckle Films,0,497747,3291445,2.39 : 1,96
306,306,Sherlock Holmes,2009,2h 8min,57,7.6,729,427,Guy Ritchie,Michael Robert Johnson,Warner Bros.,90000000,209028679,524028679,1.85 : 1,128
307,307,Den of Thieves,2018,2h 20min,49,7.0,580,187,Christian Gudegast,Christian Gudegast,STX Films,30000000,44947622,80509622,2.39 : 1,140
308,308,Jupiter Ascending,2015,2h 7min,40,5.3,956,324,Lana Wachowski,Lilly Wachowski,Warner Bros.,176000000,47387723,183887723,2.35 : 1,127
309,309,The Huntsman: Winter's War,2016,1h 54min,35,6.1,221,285,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Universal Pictures,115000000,48390190,164989338,2.39 : 1,114
310,310,In the Heart of the Sea,2015,2h 2min,47,6.9,299,327,Ron Howard,Charles Leavitt,Warner Bros.,100000000,25020758,93920758,1.85 : 1,122
311,311,The Bourne Identity,2002,1h 59min,68,7.9,948,255,Doug Liman,Tony Gilroy,Universal Pictures,60000000,121661683,214034224,2.39 : 1,119
312,312,Sonic the Hedgehog,2020,1h 39min,47,6.5,1100,273,Jeff Fowler,Pat Casey,Paramount Pictures,85000000,148974665,319715683,2.39 : 1,99
313,313,Transformers: Age of Extinction,2014,2h 45min,32,5.6,100,404,Michael Bay,Ehren Kruger,Paramount Pictures,210000000,245439076,1104054072,2.39 : 1,165
314,314,Ghost in the Shell,2017,1h 47min,52,6.3,100,451,Rupert Sanders,Shirow Masamune,Paramount Pictures,110000000,40563557,169846945,1.85 : 1,107
315,315,Superman,1978,2h 23min,81,7.3,600,211,Richard Donner,Jerry Siegel,Dovemead Films,55000000,134451603,300451603,2.39 : 1,143
316,316,Underworld: Blood Wars,2016,1h 31min,23,5.8,239,186,Anna Foerster,Cory Goodman,Screen Gems,35000000,30353973,81093313,2.35 : 1,91
317,317,Pirates of the Caribbean: At World's End,2007,2h 49min,50,7.1,1300,330,Gore Verbinski,Ted Elliott,Walt Disney Pictures,300000000,309420425,960996492,2.39 : 1,169
318,318,Terminator Genisys,2015,2h 6min,38,6.3,1100,525,Alan Taylor,Laeta Kalogridis,Paramount Pictures,155000000,89760956,440603537,2.35 : 1,126
319,319,Kick-Ass 2,2013,1h 43min,41,6.5,411,361,Jeff Wadlow,Jeff Wadlow,Universal Pictures,28000000,28795985,60795985,2.35 : 1,103
320,320,Daredevil,2003,1h 43min,42,5.3,100,293,Mark Steven Johnson,Mark Steven Johnson,Marvel Enterprises,78000000,102543518,179179718,2.35 : 1,103
321,321,Armageddon,1998,2h 31min,42,6.7,1200,176,Michael Bay,Jonathan Hensleigh,Touchstone Pictures,140000000,201578182,553709788,2.39 : 1,151
